"idservicio","nombre","mercado","tipo","infraestructura","descripcion","resultados","fregistro","informante","entidad","autorizado"
"135","Plan de Ordenamiento y Desarrollo Municipal","Alcaldías municipales","11","Instrumentos y herramientas para el desarrollo del PODM","Elaboración de planes de ordenamiento y desarrollo municipal e implementación de los mismos.","Plan de Ordenamiento Ambiental y Desarrollo municipal de Muelle de los Bueyes","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"142","Educación Ambiental en Manejo de Desechos Sólidos","Alcaldías municipales","2","Instrumentos metodológicos de fácil aplicación","Asesoría para educación ambiental en el manejo de desechos sólidos. ","Asesoría sobre Educación Ambiental en Manejo de Desechos Sólidos, Alcaldía de Managua, 2003","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"144","Evaluación de la Calidad de Vida en Asentamientos Humanos","Alcaldías municipales","10","Instrumentos para evaluación de Calidad de Vida","Evaluación de la Calidad de Vida","Metodología para evaluación de la Calidad de Vida Urbana y Rural","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"117","Curso de Formulación y Evaluación de Proyectos I+D","Universidades, Consultores, Centros e Institutos de Investigación, docentes, Investigadores y Gestores I+D.","21","Aula Audiovisual, computadora y data show.","Contenido a Desarrollar:
-Introducción. Nociones sobre proyectos y Ciclo de Vida del proyecto
-Caracterización del Enfoque o Metodología del Marco Lógico. Antecedentes y aplicación.
   *Relación de coordinación técnico-funcional: niveles estratégico, programático y operativo
   *&#8220;Caja de Herramientas&#8221; Aplicada""
   *¿Basta solo buscar Eficiencia?
-Bases conceptuales del Enfoque de Marco Lógico.
-Concreción de la Metodología de Marco Lógico.
   *Preguntas claves para Diseño de las etapas del proyecto mediante el EML
   *Enfoque a Problemas y Soluciones mediante Árbol de Problema y Árbol de Objetivo.
   *Apoyo en el FODA para establecimiento de Estrategias.
   *Establecimiento de indicadores (caracterizando su tipo) y de los medios de verificación.
   *Planteamiento de supuestos críticos y evaluación de su expresión en el contexto del proyecto.
-La Matriz del Marco Lógico
   *Articulación de los componentes. Redacción de los mensajes contenidos en los componentes de la matriz.
   *Verificación de la calidad de lo establecido en la Matriz del Marco Lógico.
-Evaluación y conclusiones sobre el aprendizaje y experiencias obtenidas y reforzadas.","- Facilitar del conocimiento sobre análisis de proyectos, en lo que hace a la formulación, evaluación, seguimiento de ejecución, evaluación ex post y conceptos sobre propiedad intelectual en el marco de evaluación de proyectos .
- Familiarizar a los alumnos con distintos formatos de guías y documentación correspondientes a las distintas fases señaladas.
- Profundizar en la temática de la evaluación de proyectos en su faz privada y social, se analizarán distintos criterios de evaluación y de viabilidad técnica, económica y financiera.
- Enfatizar en el tratamiento del &#8220;riesgo e incertidumbre&#8221; tecnológica en la formulación y evaluación de los proyectos de I+D.","2010-10-28","Guillermo Salazar","PROCYTED","Si"
"119","Mediciones técnicas dimensionales","Industria ","37","Instrumentos de Medición en el área de metrología dimensional (Comparadores, bernnier, pie de rey, noniometros entre otros)","Consiste en realizar mediciones dimensionales a piezas o elementos de maquinas.","Verificación de medidas","2010-10-28","Daniel Cuadra Horney","FTI","Si"
"121","Servicios de Eficiencia Energética/ Instalaciones Eléctricas","EMPRESAS, UNIVERSIDADES, ESTUDIANTES","31","Edificio en buen estado, con Aire Acondicionado, 5 mezas de trabajo con su respectiva fuente de Tensión, Iluminación cuenta además con los siguientes equipos:

 Multímetros
 Amperímetros tipo Tenaza
 Osciloscopios
 Capacímetros
 Alicates de 9 pulgadas
 Estuches de Desarmadores
 Cortadoras de Alambre
 Contactores trifásicos
 Pulsadores
 Relé térmico
 Relé de Tiempo
 Parrillas de  Nodos 
","Cursos libres para estudiantes de Ingeniería, Capacitaciones a empresas en el área de Energía y eficiencia Energética. Los cursos son:
Electricidad Industrial Básica
Eficiencia Energética","Los  cursos incluyen teoría y práctica y están orientado  a saber hacer, se incluye un diploma de Aprobado en el caso de cursos libres o cursos de capacitación.","2010-10-28","Daniel Cuadra Horney","FTI","Si"
"118","Laboratorio de Metales
Prueba de tracción en metales, Prueba de dureza y Análisis metalografico","Industria","8","Maquinas para realizar pruebasde traccion y compresion, 5 durometros (2 portatiles y tres estacionario), 3 microscopios metalurgicos, un horno para tratamiento termico, 1 maquinas para ensayos a torsion y una de impaacto","La prueba de tracción en barras cilíndricas se realiza a partir de una probeta elaborada del material a analizar (Prueba destructiva), la prueba de dureza Consiste en medir la dureza del material a partir de una probeta de la pieza a analizar (prueba destructiva), el análisis metalografico consiste en el analisis cualitativo del material a partir de una probeta de la pieza a analizar (prueba destructiva)","Resistencia a la tracción del material, Determinación de dureza en materiales metálicos y Determinación de las propiedades  del material.","2010-10-28","Daniel Cuadra Horney","FTI","Si"
"123","Servicios de Capacitación, Diseño, Eficiencia Energética  Mantenimiento Preventivo-Correctivo y Evaluación de Sistemas de Climatización y Refrigeración Industrial","EMPRESAS, UNIVERSIDADES, ESTUDIANTES","31","El Laboratorio cuenta con 7 Bancos de Ensayo:
Banco de Prueba de Unidad de Aire Acondicionado, Entrenador Ciclo de Refrigeración, Entrenador Ciclo de de Refrigeración enfriado por agua y aire
 Entrenador de Ventilación, Entrenador de refrigeración por Agua. Se dispone de todos los equipos de medición tales como: Anemómetro, Amperímetro de Gancho,
Termohidrometro","Con este laboratorio de puede brindar servicios de Capacitación en Sistemas de Climatización y Refrigeración y Aire Acondicionado. También se cuenta con equipos para instalación y Mantenimiento De Unidades Split y Ventana. Diseño de sistemas de Climatización y Diseño de Cuartos Fríos.
","Los cursos incluyen diploma de aprobado. Instalación de Equipos. Diseño de sistemas de Climatización","2010-10-29","Daniel Cuadra Horney","FTI","Si"
"124","CAPACITACION: NORMAS ISO (22000, 9000, 14000, 18000, 19011, 17025), HACCP, BPM, EMPAQUES ENVASES Y EMBALAJES PARA LA INDUSTRIA DE ALIMENTOS, ELABORACION Y ESTANDARIZACION DE PRODUCTOS ALIMENTICIOS VARIOS, SISTEMAS INTEGRADOS DE GESTION, AUDITORIAS DE CALIDAD Y AMBIENTAL, MICROBIOLOGIA DEL AGUA Y SUS CONTROLES DE CALIDAD, USO DEL CLORO EN LA INDUSTRIA DE ALIMENTOS, GESTION AMBIENTAL PARA PYMEs, CONTROL ESTADISTICO DE PROCESOS, FORMACION DE AUDITORES INTERNOS DE CALIDAD, FORMULACION Y EVALUACION DE PROYECTOS, BUENAS PRACTICAS DE LABORATORIOS, BUENAS PRÁCTICAS AGRICOLAS, NORMALIZACION. NOS TRASLADAMOS AL LUGAR QUE DESEEN LOS CONTRATANTES O NUESTRAS SALAS DE CAPACITACIÓN CLIMATIZADAS Y AMPLIOS ESPACIOS PARA COMODIDAD DE NUESTROS CLIENTES.","PYMEs, GRAN EMPRESA, TECNICOS SUPERVISORES, CONSULTORES INDEPENDIENTES, ESTUDIANTES DE ULTIMOS ANOS DE INGENIERIA, COOPERATIVAS DE PRODUCTORES AGROINDUSTRIALES.  ","3","Aulas climatizadas, medios audiovisuales, equipos de procesamientos (lácteos, cárnicos, frutas y vegetales, panificación, etc.), laboratorios, documentos, certificados de participación y aprobados. ","Los Servicios de capacitación que brinda la SERFIQ CETEAL tienen la finalidad de: Interpretar las normas ISO, entrenar a personal de laboratorio, formar a personal supervisores tanto de calidad como de procesos, formar auditores internos de calidad, actualización de personal en normativas nacionales e internacionales, formar a pequeños y medianos productos agrícolas en procesadores de productos agroindustriales a escala artesanal y semi industrial.","Resultados: FORMACION DE PERSONAL DE LA INDUSTRIA NACIONAL, FORMACION DE PERSONAL DE PyMEs, FORMACION  Y ACTUALIZACION DE CONSULTORES NACIONALES, FORMACION Y ACTUALIZACION DE PERSONAL SUPERVISORES.
Algunas empresas que han recibido capacitación con nosotros: PROTENA S.A., COMPANIA CERVECERA DE NICARAGUA, COMPANIA LICORERA DE NICARAGUA, INGENIO SAN ANTONIO, COOPERATIVA DE PRODUCTORES DE PITAHAYA, EMPRESA SUPERVISORA DE CARGAS DE ALIMENTOS OIL TEST INTERNATIONAL - NICARAGUA S. A., QUIBOR S.A., CAMANICA, PRODUCTORES DE CAFÉ DE MATAGALPA, SUPERVISORES DE BENFICIOS DE CAFÉ, MINSA, PRODUCTORES ASOCIADOS EN EL IDR, DIAGROSA-NICANONI, ENTRE OTROS.
","2010-10-29","Ing. Nelly Betanco Figueroa","FIQ","Si"
"136","Planes de Desarrollo Turístico Sostenible","Alcaldías municipales","11","Instrumentos y herramientas para el desarrollo de planes de desarrollo turístico","Desarrollo de planes de desarrollo turístico según las potencialidades del territorio","Plan de Desarrollo Turístico de Masatepe","2010-10-30","Wilfredo Varela Fonseca","PEAUT","Si"
"125","ANALISIS DE LABORATORIO: LABORATORIO DE PROCESOS: MACRO Y MICRO NUTRIENTES PARA PRODUCTOS ALIMENTICIOS VARIOS, METALES PESADOS EN AGUAS Y SEDIMENTOS. ANALISIS PARA DETERMINAR PORCENTAJES DE ORO Y PLATA EN MUESTRAS SÓLIDAS, DETERMINACIÓN  DE MINERALES Y METALES PESADOS EN ALIMENTOS Y BEBIDAS. SE INCLUYE SERVICIOS DE MUESTREO Y TRANSPORTE PARA TOMA DE MUESTRAS.","PYMEs, GRAN EMPRESA, COOPERATIVAS DE PRODUCTORES AGROINDUSTRIALES, EMPRESAS ASOCIADAS A CADIN, ALCALDÍAS, INSTITUCIONES DE GOBIERNO, PROYECTOS DE COSNTRUCCIÓN, EMPRESAS PRESTADORAS DE SERVICIOS COMO PERFORADORES DE POZOS, PROYECTOS TURISTICOS, ENTRE OTROS.","1","Laboratorio de Procesos (macro y micro nutrientes, metales pesados); Laboratorio de Química (Análisis varios); Laboratorio de alimentos (Bromatología, microbiología y biotecnología); laboratorio de Operaciones Unitarias (plantas pilotos de lácteos, cárnicos y frutas y vegetales, Análisis y ensayos varios). Equipos, material de reposición, reactivos, cristalería, equipos de seguridad, entre otros. ","Los Servicios de análisis de laboratorio que brinda la SERFIQ CETEAL tienen la finalidad de: para la empresa obtener requisitos básicos para alimentos que solicitan los diferentes ministerios tales como MINSA, MARENA, etc.,  además de obtener requisitos de presentación de alimentos al mercado nacional e internacional, (e. g. tabla nutricional, controles microbiológicos)  controles para ser presentados a entes reguladores nacionales. Determinar calidad de agua y alimentos.","Resultados: TABLA NUTRICIONAL, CALIDAD DE AGUA DE PROCESO DE INDUSTRIAS NACIONALES, ANALISIS ESPECIFICOS A PRODUCTOS VARIOS, METALES PESADOS EN AGUA, SEDIMENTOS, BEBIDAS  Y ALIMENTOS, OTROS QUE SOLICITE EL CLIENTE Y SE PUEDAN EJECUTAR EN EL LABORATORIO. 
Algunas empresas que han recibido servicios de análisis de laboratorios con nosotros: PROTENA S.A., COMPANIA CERVECERA DE NICARAGUA, COMPANIA LICORERA DE NICARAGUA, ALPLA NICARAGUA S.A., CRUZ ROJA NACIONAL, ALCALDIA DE MANAGUA, PINTURAS MODELO, PINTURAS PROTECTO, PINTURAS  COMEX, AEROPUERTO INTERNACIONAL AUGUSTO C. SANDINO, HOTEL LAS MERCEDES, SOPPEXCCA, DIRECCION NICARGUENSE DE PETROLEO S.A., (DNP), INDUSTRIA LA MATAGALPA, PROYECTOS DE CONSTRUCCION DE VIVIENDAS, ONG ACRA, PRODUCTORAS DE ROSQUILLAS SOMOTEÑAS, DIAGROSA-NICANONI, ENTRE OTROS.
","2010-10-29","Ing. Nelly Betanco Figueroa","FIQ","Si"
